source_id,subject,deck,deck_number,slide_number,category,title,text,source_pdf
HDT-26-S05,Hadith,Hadith-26,26,5,hadith_text,Hadith 32,"Hadith 32
‫ٍة‬ ‫ِف‬ ‫ِم‬
، ‫ َو َع َل ي ُس َّن‬،‫َم َأ َلَك َط ِّيًبا‬
‫ْن‬
‫﮳‬
‫اﻟﺤ‬ ‫ﻞ‬‫ﺣ‬ ‫د‬ ‫ﻪ‬ ِ ‫ا‬‫ﻮ‬ ‫﮳‬ ‫ﺎس‬ ‫اﻟ‬
‫َ َ َّ﮲ ُ َ َ ٔ ﮴َ ُ َ َ﮲ َ َ َّ﮲َة‬ ‫ﮟ‬ ‫ﻣ‬ِ ‫أ‬َ ‫و‬
‫﮲‬
“Whoever eats pure, and acts according to the Sunnah,
and the people are protected from his evil deeds, will
enter paradise.”",Hadith 26.pdf
HDT-26-S06,Hadith,Hadith-26,26,6,narrator,Narrator of this hadith,"Narrator of this hadith
Abu Hurairah RA",Hadith 26.pdf
HDT-26-S07,Hadith,Hadith-26,26,7,hadith_text,Hadith 33,"Hadith 33
‫ َو َس َيُع ْو ُد َك َم ا‬،‫َبَد َأ اِإْل ْس اَل ُم َغ ِرْيََبا‬
‫﮳‬ ِ ‫﮳‬
‫ َ﮲ ُﻄ ْﻮ َﻰ ﻟ ْﻠ ُ﮲ﻌ َﺮ َاء‬،‫َ َﺪ َأ‬ ‫﮳‬
“Islam started as something strange, and it will return to
being how it started, so glad tidings be to the strangers.”",Hadith 26.pdf
HDT-26-S08,Hadith,Hadith-26,26,8,assignment,Assignment,"Assignment
Memorize all three Hadith
Learn the Translation",Hadith 26.pdf
HDT-27-S01,Hadith,Hadith-27,27,1,hadith_text,HADITH 27,"HADITH 27
‫﮵‬
‫ﺣﺪ ث‬",Hadith 27.pdf
HDT-27-S02,Hadith,Hadith-27,27,2,narrator,Narrator of this hadith,"Narrator of this hadith
Abdullah bin Amr RA",Hadith 27.pdf
HDT-27-S03,Hadith,Hadith-27,27,3,hadith_text,Hadith 34,"Hadith 34
‫﮳ ِّﻠ ُﻌﻮا َﻋ ِّ ﮵ﻰ َو َﻟﻮ ٓأ ََة﮵‬
َ ْ ‫ْ﮲‬ ْ ‫َ ﮲‬
“Convey from me, even if it is just one verse.”",Hadith 27.pdf
HDT-27-S04,Hadith,Hadith-27,27,4,narrator,Narrator of this hadith,"Narrator of this hadith
Abu Mas’ood Al Ansari RA",Hadith 27.pdf
HDT-27-S05,Hadith,Hadith-27,27,5,hadith_text,Hadith 35,"Hadith 35
‫َأ‬ ‫ِم‬ ، ‫ى‬ ‫َّل‬
‫َم ْن َد َع َل َخ ْيٍر َف َل ُه ْثُل ْج ِر‬
‫َ﮲ ِﺎﻋ ِﻠِه‬
“Whoever guides someone to good will have a reward
equal to that of the one who does it.”",Hadith 27.pdf
HDT-27-S06,Hadith,Hadith-27,27,6,narrator,Narrator of this hadith,"Narrator of this hadith
Uthman ibn Affan RA",Hadith 27.pdf
HDT-27-S07,Hadith,Hadith-27,27,7,hadith_text,Hadith 36,"Hadith 36
‫ﻤ‬ َ
‫ﻠ‬ ّ ‫ﻋ‬
َ ‫و‬ ‫ن‬‫أ‬ٓ ‫ﺮ‬ ُ ‫ﻟ‬
ْ ‫ا‬ ‫ﻢ‬‫ﻠ‬َ ّ ‫ﻌ‬َ ‫ﮟ‬‫ﻣ‬ ‫ﻢ‬‫ﻛ‬ُ ‫ﺮ‬ ‫﮵‬ ‫ﺣ‬
َ
‫﮲ ْ ُ ْ َ ْ﮲ ﮴ َ َ ﮴ ْ َ َ َ ُه‬
“The best among you are those who learn the Quran and
teach it.”",Hadith 27.pdf
HDT-27-S08,Hadith,Hadith-27,27,8,assignment,Assignment,"Assignment
Memorize all three Hadith
Learn the Translation",Hadith 27.pdf
